SLES-53529;FIFA '06
SLES-54240;FIFA '07
SLES-50011;FIFA 2001
SLES-50464;FIFA 2002
SLES-51197;FIFA 2003
SLES-51953;FIFA 2004
SLES-52559;FIFA 2005
SLES-54871;FIFA 2008
SLES-52563;FIFA Football 2005
SLES-53064;FIFA Street
SLES-53796;FIFA Street 2
SLES-54061;FIFA World Cup - Germany '06
SLES-50796;FIFA World Cup 2002
SLES-54063;FIFA World Cup 2006
SLES-50720;FMX - Freestyle Metal X
SLES-53539;Fahrenheit
SLES-52857;Fairly Odd Parents, The - Shadow Showdown
SLES-51525;Fallout - Brotherhood of Steel
SLES-52060;Fame Academy
SLES-54126;Family Guy - The Video Game
SCES-50002;FantaVision
SLES-53143;Fantastic Four
SCES-50956;Ferrari F355 Challenge
SLES-52718;Fight Club
SLES-52374;Fight Night 2004
SLES-53084;Fight Night Round 2
SLES-53982;Fight Night Round 3
SLES-51390;Fightbox
SLES-53408;Fighting Angels
SLES-51056;Fighting Fury
SLES-54467;Final Armada
SCES-50490;Final Fantasy X
SCED-50907;Final Fantasy X [Bonus Disc - Beyond Final Fantasy]
SLES-51815;Final Fantasy X-2
SLES-54354;Final Fantasy XII
SLES-53237;Fire Heroes
SLES-51782;Fire Warrior
SLES-50716;Fireblade
SLES-52096;Firefighter F.D. 18
SLES-51418;Fisherman's Challenge
SLES-52983;Fitness Fun
SLES-52754;FlatOut
SLES-54002;FlatOut 2
SLES-52753;Flatout
SLES-54003;Flatout 2
SLES-50259;Flintstones - Viva Rock Vegas
SLES-54473;Flintstones, The - Bedrock Racing
SCES-52065;Flipnic
SLES-53848;Flow - Urban Dance Uprising
SLES-54527;Flushed Away
SLES-51959;Football Generation
SLES-51460;Football Manager 2004
SLES-50549;Football Manager Campionato 2002
SCES-51920;Forbidden Siren
SCES-52330;Forbidden Siren - Viviendo la Pesadilla
SCES-53851;Forbidden Siren 2
SLES-51705;Ford Racing 2
SLES-52720;Ford Racing 3
SLES-52669;Forgotten Realms - Demon Stone
SLES-52403;Formula Challenge
SCES-50004;Formula One 2001
SCES-51004;Formula One 2002
SCES-51592;Formula One 2003
SCES-52042;Formula One 2004
SCES-53033;Formula One 2005
SLES-53487;Forty 4 Party
SLES-53147;Four Fantasticos, Los
SLES-53144;Four Fantastiques, Les
SLES-53903;Franklin the Turtle
SLES-50310;Freak Out
SLES-50713;Freaky Flyers
SLES-51467;Freedom Fighters
SLES-50753;Freekstyle
SCES-50791;Frequency
SLES-53813;Friends - Celui qui Repond a Toutes les Questions
SLES-53803;Friends - Das Trivia Game
SLES-53761;Friends - The One with All the Trivia
SLES-50788;Frogger - The Great Quest
SLES-51409;Frogger Beyond
SLES-54060;Fruit Machine Mania
SLES-53148;Fruitfall
SLES-53114;Full Spectrum Warrior
SLES-53656;Full Spectrum Warrior - Ten Hammers
SLES-50106;Fur Fighters - Viggo's Revenge
SLES-52824;Furry Tales
SLES-52674;Fussball Manager 2005
SLES-51507;Futurama
SLES-52701;Future Tactics - The Uprising
SLES-53934;G-Force
SLES-50511;G-Surfers
SLES-50584;G1 Jockey
SLES-51357;G1 Jockey 3
SLES-53917;G1 Jockey 4
SLES-52602;GT Racers
SLES-50472;GTC Africa
SLES-52045;GTR 400
SLES-51911;Gadget Racers
SLES-52845;Gadget and the Gadgetinis
SCES-53450;Gaelic Football 2005
SLES-51343;Galerians - Ash
SLES-51896;Gallop Racer
SLES-53011;Gallop Racer 2
SLES-52843;Garfield
SLES-53587;Garfield - Saving Arlene
SLES-54172;Garfield 2 - Tale of Two Kitties
SLES-50211;Gauntlet - Dark Legacy
SLES-53667;Gauntlet - Seven Sorrows
SCES-53328;Genji
SLES-52811;Get on da Mic
SCES-51159;Getaway, The
SCES-52758;Getaway, The - Black Monday
SLES-54317;Ghost Rider
SLES-51433;Ghost Vibration
SLES-53020;Ghost in the Shell - Stand Alone Complex
SCES-51463;Ghosthunter
SCES-52156;Ghosthunter - Hunter on the spectres
SLES-52671;Ghostmaster
SLES-50314;Giants - Citizen Kabuto
SLES-50296;Gift
SLES-50276;Gift, The
SLES-53190;Girl Zone
SLES-50633;Gitaroo Man
SLES-51766;Gladiator - Sword of Vengeance
SLES-51064;Gladius
SLES-52358;Glass Rose
SLES-52117;Go Go Copter
SLES-51055;Go Go Golf
SLES-50433;GoDai - Elemental Force
SLES-52433;Goblin Commander - Unleash The Horde
SLES-54490;God Hand
SCES-51533;God of War
SCES-54206;God of War II
SLES-50704;Godai - Elemental Force
SLES-53967;Godfather, The
SLES-53968;Godfather, The (Le Parrain)
SLES-52766;Godzilla - Save The Earth
SLES-53174;Golden Age of Racing
